"stno","2012-02-01","2012-02-02","2012-02-03","2012-02-04","2012-02-05","2012-02-06","2012-02-07","2012-02-08","2012-02-09","2012-02-10","2012-02-11","2012-02-12","2012-02-13","2012-02-14","2012-02-15","2012-02-16","2012-02-17","2012-02-18","2012-02-19","2012-02-20","2012-02-21","2012-02-22","2012-02-23","2012-02-24","2012-02-25","2012-02-26","2012-02-27","2012-02-28","2012-02-29"
"C0R420","956.5","957.6","958.5","957.6","955.8","952","951.4","956.6","957.6","956.8","957.6","958.2","957.2","955.5","952.2","953","955.3","957.6","958.2","957.1","954","951.6","949","949.6","950.3","952.8","954","950.8","953.6"
"C0S680","846.4","847.9","847.8","847.7","846.7","842.8","842.6","846","846.8","847","848.5","849.3","848.8","846.9","844.2","844.4","845.7","847.2","847.8","847.5","845.1","843.2","841.6","841.7","842.3","843.4","844.2","842.1","844.9"
"C0S690","958.4","960.3","960.8","959.6","957.3","952.6","953.8","959.6","960","958.5","960","960.9","959.6","957","954","955.5","957.9","960.6","961.1","959.8","956.1","953.2","950.6","951.3","952.4","955.3","956.3","952.7","956"
"C0S700","961.7","963.7","964.1","962.8","960.4","955.6","957.1","963","963.4","961.7","963.4","964.2","962.9","960.2","957.1","958.7","961.3","964.1","964.5","963.1","959.3","955.9","953","953.7","954.9","958","958.9","955.3","958.6"
"C0S710","975.8","978","978.5","976.9","974.5","969.3","971","977.4","977.7","975.7","977.5","978.2","976.8","974","970.9","972.7","975.4","978.3","978.8","977.3","973.5","970.2","967.4","968.1","969.4","972.7","973.8","969.8","973.2"
"C0S730","1004.6","1006.4","1007.2","1005.8","1003.3","998.1","999.4","1006.1","1006.8","1004.8","1006","1007","1005.5","1002.8","999.4","1000.9","1003.7","1006.9","1007.7","1006.3","1002.2","998.9","995.6","996.6","997.7","1001.2","1002.5","998.6","1002"
"C0S740","986.5","989.2","989.6","987.6","984.9","979.6","981.9","988.6","988.8","986.3","988.4","988.9","987.3","984.4","981.3","983.4","986.4","989.6","990","988.2","984.2","980.6","977.8","978.3","979.1","982.9","984","979.6","983.2"
"C0S750","773.2","774.5","774.1","774.7","774.6","771.4","770.3","772","772.9","774.3","775.7","776.8","776.7","775.4","772.9","772.5","772.6","773.2","774","774.5","773","772","771.1","770.6","770.6","770.8","771.1","770","772.8"
"C0S760","841.1","842.6","842.5","842.4","841.4","837.5","837.4","840.7","841.5","841.8","843.3","844.1","843.6","841.7","839","839.1","840.4","841.9","842.5","842.3","839.9","838","836.6","836.5","837","838.1","838.8","836.8","839.7"
"C0S770","975.8","977.7","978.3","976.9","974.5","969.8","971.1","977.1","977.5","975.8","977.2","978.1","976.8","974.2","971","972.7","975.2","978","978.5","977.1","973.2","970.3","967","967.3","968.5","971.6","972.6","968.9","972.2"
"C0S790","992.6","994.7","995.3","993.8","991.1","986","987.7","994.2","994.6","992.5","994.1","995","993.4","990.7","987.5","989.4","992.1","995.1","995.6","994.1","990.1","986.9","983.9","984.7","986","989.5","990.5","986.4","989.9"
"C0S810","1013.5","1016.1","1016.6","1014.6","1011.8","1006.1","1008.6","1015.6","1015.9","1013.3","1015.2","1015.8","1014.2","1011.1","1007.9","1010.2","1013.3","1016.7","1017","1015","1010.3","1006.7","1003.5","1004.4","1006","1009.8","1010.9","1006.5","1010.1"
"C0S830","986.5","989.4","989.4","987.6","984.9","979.2","982.2","988.5","988.5","986.3","988.4","988.8","987.3","984.4","981.3","983.6","986.7","989.9","990","988.1","983.9","980.4","977.8","978.5","980","983.7","984.5","980.3","983.8"
"C0S840","1017.7","1019.9","1020.4","1018.7","1016","1011.2","1012.9","1019.5","1019.7","1017.5","1019","1019.5","1018","1015.3","1012","1014.3","1017.2","1020.4","1020.8","1019.1","1015","1011.6","1008.1","1008.7","1010.2","1013.9","1014.9","1010.6","1014.1"
"C0T790","726.4","727.3","727","728.2","728.4","725.4","723.3","724.6","725.7","728","729.3","730.2","730.9","729.8","727.2","726.6","725.9","726.2","726.7","727.7","727.2","726.3","725.4","724.8","724.3","723.9","724.3","723.7","726.5"
"C0T820","958.9","961.4","961.7","959.9","957.7","952.4","953.7","960","960.7","958.7","960.7","960.9","959.9","956.9","954","955.5","958.4","961.3","962","960.3","956.4","952.8","950.7","951","952.3","955.6","956.7","952.9","956.1"
"C0T870","1003.1","1006.6","1006.4","1003.9","1001","995","998.9","1005.8","1005.3","1002.3","1005.1","1004.7","1003","1000","997.4","1000.3","1003.6","1007","1007","1004.5","999.8","995.8","993.7","994.5","996.5","1000.4","1001.1","996.5","999.9"
"C0T960","1005.8","1009.5","1009.3","1006.8","1003.7","997.8","1001.9","1008.7","1008.3","1005.1","1007.9","1007.6","1005.8","1002.8","1000.2","1003.1","1006.5","1009.9","1009.9","1007.3","1002.8","998.8","996.4","997.3","999.3","1003.3","1004","999.4","1002.8"
"C0T9A0","962.2","965.1","964.9","963.1","960.6","955.2","957.9","964","963.9","961.8","964.2","964.2","962.9","960.1","957.4","959.5","962.4","965.4","965.5","963.6","959.5","956.1","954","954.6","956.1","959.4","960.1","956.1","959.4"
"C0T9B0","956.1","959.1","958.8","957","954.6","949.2","951.7","957.8","957.6","955.7","958.1","958","956.8","954.1","951.4","953.3","956.3","959.2","959.4","957.4","953.4","950","948","948.5","950","953.1","953.9","949.9","953.2"
"C0T9D0","1018.4","1022.2","1021.7","1018.9","1016","1009.6","1014.1","1021.3","1020.6","1017.3","1020.4","1019.1","1017.6","1014.5","1012.5","1015.2","1018.8","1022.5","1022.4","1019.6","1014.5","1010.2","1008.5","1009.2","1011.4","1015.5","1016.2","1011.5","1014.9"
"C0T9E0","972.1","975.3","975","973","970.4","964.8","967.9","974.2","973.9","971.6","974.2","973.9","972.6","969.7","967.1","969.3","972.4","975.5","975.6","973.5","969.2","965.6","963.6","964.2","965.9","969.3","970","965.9","969.2"
"C0T9F0","990.2","993.7","993.4","991.1","988.2","982.4","986.1","992.7","992.3","989.5","992.2","991.9","990.4","987.4","984.7","987.5","990.7","994.1","994.1","991.7","987.2","983.4","981.1","981.8","983.8","987.6","988.3","983.8","987.2"
"C0T9G0","951.6","954.5","954.3","952.6","950.2","944.9","947.6","953.3","953.2","951.3","953.7","953.7","952.5","949.7","947","948.9","951.8","954.7","954.8","953","949","945.7","943.7","944.3","945.6","948.9","949.6","945.6","948.8"
"C0T9H0","937","939.8","939.4","938","935.8","930.7","933.1","938.4","938.4","936.9","939.1","939.2","938.1","935.5","932.8","934.4","937.1","939.9","940","938.3","934.7","931.5","929.6","930","931.3","934.2","934.9","931.2","934.4"
"C0T9I0","1002.7","1006.3","1006.1","1003.7","1000.7","994.8","998.7","1005.5","1005.1","1002.1","1004.8","1004.6","1002.9","999.9","997.2","1000","1003.4","1006.8","1006.7","1004.3","999.7","995.9","993.6","994.3","996.3","1000.2","1000.9","996.4","999.8"
"C0T9M0","1009","1012.4","1012.3","1010","1006.9","1001","1004.9","1011.7","1011.3","1008.4","1011.1","1011","1009.3","1006.3","1003.4","1006.2","1009.5","1013","1013","1010.7","1006.1","1002.3","999.7","1000.5","1002.5","1006.4","1007.1","1002.6","1006.1"
"C0U600","1018.2","1022.8","1022.2","1018.6","1015.3","1009.1","1015.3","1022.2","1020.3","1016.9","1020.5","1018.3","1016.9","1013.6","1012.1","1016","1019.9","1023.7","1023","1019","1013.5","1009","1007.9","1009.2","1012","1016.4","1016.5","1011.3","1014.3"
"C0U650","969","972.9","972.1","969.3","966.8","961.1","966","971.7","970.2","967.9","971.2","969.4","968.5","965.6","963.9","966.8","970.1","973.3","972.8","969.4","965","961.2","960.1","961.1","963.1","966.7","966.7","962.4","965.3"
"C0U710","808.9","810.6","809.8","810.1","809.5","805.8","805.4","807.7","808.3","809.7","811","811.3","811.5","810.2","807.6","807.3","808.3","809.5","809.8","809.7","808.3","806.3","805.3","805.2","805","805.7","806","804.5","807.1"
"C0U750","973","976.5","976","973.5","971.1","965.3","969.7","975.5","974.4","972.3","975.2","973.8","972.8","969.9","967.9","970.7","973.8","977","976.7","973.9","969.4","965.4","964.1","965.1","966.8","970.6","970.8","966.7","969.5"
"C0U760","1018","1022.5","1021.6","1018.4","1015.4","1009.1","1014.9","1021.5","1020.1","1016.8","1020.2","1018.4","1016.9","1013.8","1012.1","1015.5","1019.3","1023.1","1022.5","1019","1013.7","1009.4","1007.8","1008.9","1011.5","1015.7","1016","1011.1","1014.2"
"C0U770","1019.6","1023.8","1023.1","1020.1","1017","1010.8","1015.9","1023","1021.8","1018.4","1021.4","1020.3","1018.7","1015.6","1013.3","1016.4","1020.5","1024.5","1023.9","1020.8","1015.6","1011.4","1009.5","1010.3","1012.6","1016.8","1017.5","1012.6","1015.9"
"C0V250","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"C0V310","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"C0V370","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"C0V490","1016","1016.6","1017.8","1016.1","1013.9","1009.3","1010.4","1016.3","1016.4","1015.9","1016.8","1016.8","1015","1012.5","1009.9","1011.6","1014.8","1017.2","1017.5","1015.7","1012","1008.5","1007.2","1007.6","1008.2","1011.5","1012.5","1009.6","1011.3"
"C0V500","1017.6","1018.3","1019.4","1017.6","1015.4","1010.7","1011.7","1017.9","1018.1","1017.4","1018.5","1018.4","1016.6","1014","1011.2","1013.2","1016.3","1018.7","1019.1","1017.3","1013.7","1010.4","1008.8","1009","1009.6","1013","1014","1011","1012.9"
"C0X080","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"C0Z050","926.8","929.3","929.1","927.8","925.8","920.8","922.5","927.9","928.1","926.8","928.8","929.2","928.1","925.5","922.7","924.0","926.6","929.2","929.6","928.2","924.6","921.6","919.6","920.1","921.0","923.8","924.7","921.2","..."
"C0Z061","1001.8","1005.1","1005.2","1002.8","999.8","994.1","997.6","1004.4","1004.3","1001.2","1003.7","1003.8","1002.1","999.1","996.1","998.8","1002.2","1005.7","1005.8","1003.5","999.1","995.2","992.6","993.4","995","999.2","1000.1","995.4","998.9"
"C0Z070","990.3","993.6","993.5","991.3","988.4","982.8","986.3","992.8","992.5","989.7","992.3","992.3","990.6","987.7","984.9","987.5","990.8","994.1","994.2","991.8","987.5","983.7","981.4","982.2","983.9","987.7","988.5","984","987.4"
